Crop,Region,State,District,Season,Area_Acres,Avg_Rainfall_mm,Yield_Quintal,Soil_Type
Sugarcane,East,Odisha,District-44,Kharif,44,1113,129.89,Alluvial
Maize,South,Karnataka,District-18,Rabi,238,621,624.25,Loamy
Rice,West,Rajasthan,District-12,Kharif,262,1121,1175.86,Loamy
Sugarcane,West,Rajasthan,District-39,Rabi,68,1490,224.97,Loamy
Maize,West,Maharashtra,District-13,Rabi,34,587,103.55,Black
Maize,East,West Bengal,District-22,Rabi,185,828,418.76,Black
Rice,East,Bihar,District-7,Annual,66,1045,247.78,Alluvial
Cotton,Central,Chhattisgarh,District-42,Annual,19,1067,50.22,Loamy
Sugarcane,South,Tamil Nadu,District-3,Rabi,200,1199,878.5,Loamy
Rice,West,Gujarat,District-40,Kharif,204,939,549.81,Red
Pulses,Central,Chhattisgarh,District-24,Kharif,212,546,696.35,Red
Rice,North,Haryana,District-46,Annual,142,1360,328.44,Alluvial
Sugarcane,West,Gujarat,District-39,Annual,53,1332,196.76,Sandy
Pulses,North,Punjab,District-40,Kharif,180,318,589.03,Red
Maize,East,West Bengal,District-30,Rabi,158,514,628.05,Red
Rice,North,Punjab,District-39,Annual,260,1471,977.8,Alluvial
Wheat,South,Karnataka,District-24,Kharif,177,688,639.63,Loamy
Maize,East,Odisha,District-2,Kharif,281,621,847.06,Loamy
Pulses,North,Haryana,District-23,Annual,237,641,1063.23,Black
Pulses,East,Bihar,District-17,Rabi,92,607,307.28,Alluvial
Wheat,East,Bihar,District-40,Annual,159,401,584.43,Alluvial
Pulses,South,Andhra Pradesh,District-25,Kharif,170,320,598.65,Black
Rice,South,Karnataka,District-41,Annual,80,1314,198.66,Red
Maize,West,Maharashtra,District-12,Rabi,78,713,213.53,Red
Maize,North,Punjab,District-10,Rabi,67,726,243.09,Red
Wheat,North,Punjab,District-7,Annual,149,476,307.36,Sandy
Wheat,East,Odisha,District-35,Annual,76,759,214.4,Red
Pulses,West,Maharashtra,District-7,Annual,290,425,1294.47,Black
Sugarcane,South,Andhra Pradesh,District-45,Annual,99,1358,364.71,Loamy
Cotton,South,Andhra Pradesh,District-28,Kharif,172,1023,609.26,Loamy
Pulses,Central,Chhattisgarh,District-29,Rabi,100,391,442.29,Sandy
Sugarcane,East,Odisha,District-22,Rabi,248,1259,986.86,Red
Rice,North,Uttar Pradesh,District-22,Kharif,172,1174,363.55,Sandy
Maize,West,Maharashtra,District-28,Rabi,31,775,112.85,Black
Rice,North,Uttar Pradesh,District-26,Rabi,31,1154,83.89,Black
Pulses,West,Rajasthan,District-48,Annual,270,428,1029.73,Sandy
Pulses,Central,Chhattisgarh,District-17,Kharif,16,338,63.78,Sandy
Maize,Central,Madhya Pradesh,District-14,Kharif,249,594,744.3,Sandy
Pulses,North,Uttar Pradesh,District-6,Annual,10,683,32.89,Red
Rice,South,Tamil Nadu,District-20,Kharif,172,928,742.04,Red
Cotton,West,Maharashtra,District-5,Kharif,239,938,949.18,Red
Maize,West,Maharashtra,District-32,Kharif,34,798,152.08,Alluvial
Rice,East,West Bengal,District-43,Kharif,79,1185,178.78,Red
Cotton,North,Punjab,District-33,Annual,230,845,460.13,Black
Cotton,East,Odisha,District-11,Rabi,43,722,153.77,Loamy
Maize,South,Tamil Nadu,District-3,Kharif,280,869,817.6,Alluvial
Cotton,West,Gujarat,District-10,Rabi,187,986,391.58,Black
Pulses,North,Punjab,District-11,Annual,122,427,463.98,Red
Wheat,North,Punjab,District-11,Rabi,276,707,1222.69,Red
Cotton,North,Punjab,District-12,Annual,163,754,527.72,Loamy
Sugarcane,North,Punjab,District-25,Annual,95,1254,202.64,Black
Cotton,East,Odisha,District-34,Kharif,277,839,1162.44,Red
Pulses,South,Andhra Pradesh,District-7,Kharif,233,447,518.5,Black
Cotton,West,Rajasthan,District-30,Rabi,213,971,812.51,Red
Wheat,Central,Madhya Pradesh,District-48,Rabi,253,667,969.73,Sandy
Wheat,Central,Madhya Pradesh,District-1,Annual,37,642,127.95,Black
Pulses,West,Rajasthan,District-25,Annual,262,419,899.47,Black
Sugarcane,East,West Bengal,District-7,Annual,292,1058,1026.87,Black
Maize,South,Tamil Nadu,District-15,Kharif,15,610,33.09,Red
Maize,North,Punjab,District-7,Annual,267,612,613.57,Red
Pulses,North,Haryana,District-44,Rabi,78,431,217.12,Red
Pulses,Central,Chhattisgarh,District-32,Rabi,251,600,1092.86,Sandy
Maize,West,Rajasthan,District-40,Kharif,169,703,643.99,Loamy
Cotton,Central,Madhya Pradesh,District-41,Annual,55,701,217.26,Red
Wheat,West,Gujarat,District-49,Annual,128,435,561.74,Loamy
Maize,Central,Chhattisgarh,District-23,Kharif,137,821,588.65,Black
Pulses,Central,Madhya Pradesh,District-27,Rabi,231,586,887,Alluvial
Wheat,Central,Madhya Pradesh,District-10,Kharif,158,525,427.08,Alluvial
Sugarcane,East,West Bengal,District-33,Kharif,289,1085,1234.38,Black
Sugarcane,South,Andhra Pradesh,District-27,Rabi,50,1528,101.99,Sandy
Wheat,Central,Chhattisgarh,District-33,Rabi,174,745,425.53,Sandy
Wheat,South,Tamil Nadu,District-18,Kharif,264,631,872.72,Sandy
Rice,East,Odisha,District-36,Annual,225,1484,507.69,Loamy
Wheat,East,Odisha,District-31,Annual,11,429,25.39,Red
Cotton,South,Andhra Pradesh,District-23,Annual,118,628,268.36,Red
Rice,North,Haryana,District-26,Rabi,37,1113,133.08,Sandy
Maize,North,Uttar Pradesh,District-11,Annual,36,745,139.81,Sandy
Maize,Central,Madhya Pradesh,District-31,Kharif,10,507,27.65,Black
Rice,Central,Madhya Pradesh,District-32,Kharif,116,1100,326.38,Loamy
Sugarcane,North,Punjab,District-43,Kharif,44,1250,169.12,Sandy
Maize,Central,Madhya Pradesh,District-31,Rabi,248,660,546.89,Sandy
Sugarcane,South,Karnataka,District-39,Kharif,243,1239,584.49,Alluvial
Sugarcane,South,Andhra Pradesh,District-22,Kharif,36,1133,75.46,Red
Cotton,East,Odisha,District-15,Kharif,288,984,1144.73,Sandy
Maize,Central,Chhattisgarh,District-35,Kharif,288,748,977.75,Alluvial
Cotton,North,Uttar Pradesh,District-46,Annual,191,751,613.17,Sandy
Sugarcane,East,West Bengal,District-30,Annual,146,1218,631.08,Sandy
Pulses,North,Haryana,District-2,Kharif,163,572,526.8,Loamy
Rice,Central,Chhattisgarh,District-38,Rabi,45,1209,153.9,Alluvial
Cotton,North,Uttar Pradesh,District-14,Rabi,30,930,73.2,Red
Wheat,West,Gujarat,District-47,Annual,131,478,319.01,Loamy
Pulses,South,Karnataka,District-16,Annual,82,395,305.07,Sandy
Pulses,East,West Bengal,District-4,Kharif,170,303,554.68,Red
Sugarcane,Central,Chhattisgarh,District-41,Rabi,285,1479,769.27,Loamy
Pulses,East,Bihar,District-24,Annual,164,613,626.26,Red
Maize,North,Uttar Pradesh,District-50,Rabi,171,685,398.42,Loamy
Cotton,West,Maharashtra,District-25,Kharif,55,898,184.88,Red
Rice,South,Tamil Nadu,District-50,Annual,194,1190,498.44,Black
Sugarcane,East,Odisha,District-43,Kharif,96,1341,257.98,Black
Maize,North,Uttar Pradesh,District-33,Rabi,144,760,384.22,Red
Sugarcane,West,Gujarat,District-15,Kharif,76,1034,325.71,Red
Maize,East,Bihar,District-35,Kharif,189,737,440.21,Loamy
Pulses,West,Maharashtra,District-30,Annual,206,468,901.88,Sandy
Pulses,East,West Bengal,District-30,Rabi,295,684,719.67,Alluvial
Maize,East,West Bengal,District-42,Rabi,258,544,916.86,Alluvial
Rice,North,Punjab,District-37,Annual,86,964,263.92,Loamy
Rice,East,West Bengal,District-11,Annual,192,1046,644,Sandy
Rice,North,Uttar Pradesh,District-33,Annual,171,1123,602.31,Red
Cotton,East,Odisha,District-29,Rabi,73,761,154.13,Loamy
Cotton,North,Punjab,District-50,Kharif,216,1015,632.3,Red
Wheat,South,Karnataka,District-7,Annual,18,702,47.76,Loamy
Maize,East,West Bengal,District-2,Kharif,43,637,130.78,Loamy
Sugarcane,Central,Madhya Pradesh,District-47,Annual,92,1552,357.33,Loamy
Maize,Central,Chhattisgarh,District-38,Kharif,164,513,367.08,Sandy
Cotton,Central,Chhattisgarh,District-35,Annual,147,761,406.37,Loamy
Rice,East,West Bengal,District-11,Kharif,105,1153,377.87,Alluvial
Cotton,West,Gujarat,District-17,Annual,195,876,864.08,Alluvial
Sugarcane,Central,Madhya Pradesh,District-15,Annual,234,1486,1010.06,Alluvial
Rice,East,West Bengal,District-10,Annual,60,1394,240.07,Loamy
Wheat,South,Karnataka,District-26,Annual,110,507,416.76,Sandy
Cotton,North,Uttar Pradesh,District-50,Kharif,14,828,45.28,Loamy
Maize,East,Bihar,District-36,Annual,299,713,699.46,Loamy
Pulses,East,Bihar,District-14,Rabi,160,364,427.66,Sandy
Cotton,Central,Madhya Pradesh,District-21,Rabi,131,848,573.19,Alluvial
Pulses,South,Andhra Pradesh,District-44,Rabi,215,495,594.77,Sandy
Wheat,Central,Chhattisgarh,District-11,Annual,60,722,132.14,Loamy
Sugarcane,East,West Bengal,District-15,Rabi,19,1196,75.84,Black
Cotton,South,Karnataka,District-34,Rabi,212,806,510.26,Alluvial
Cotton,Central,Madhya Pradesh,District-50,Kharif,52,710,174.01,Loamy
Pulses,South,Andhra Pradesh,District-40,Kharif,26,345,105.99,Alluvial
Maize,Central,Chhattisgarh,District-36,Kharif,34,534,80.91,Red
Sugarcane,Central,Madhya Pradesh,District-25,Kharif,126,1035,312.66,Loamy
Wheat,West,Rajasthan,District-12,Rabi,169,750,715.65,Black
Sugarcane,East,Bihar,District-33,Kharif,231,1509,806.88,Black
Sugarcane,East,Odisha,District-16,Kharif,153,1598,648.52,Red
Sugarcane,Central,Chhattisgarh,District-37,Annual,220,1084,953.37,Loamy
Sugarcane,Central,Madhya Pradesh,District-30,Rabi,93,1536,398.8,Loamy
Sugarcane,Central,Chhattisgarh,District-6,Annual,262,1554,809.25,Red
Wheat,Central,Madhya Pradesh,District-45,Kharif,92,586,196.08,Loamy
Pulses,East,West Bengal,District-49,Kharif,281,553,1039.83,Black
Pulses,South,Karnataka,District-28,Annual,227,605,623.09,Loamy
Pulses,Central,Chhattisgarh,District-30,Kharif,230,657,1004.19,Loamy
Sugarcane,North,Haryana,District-15,Kharif,128,1456,406.82,Black
Sugarcane,Central,Madhya Pradesh,District-15,Annual,241,1056,759.86,Red
Pulses,North,Haryana,District-26,Annual,232,568,716.95,Alluvial
Maize,South,Karnataka,District-50,Kharif,149,827,568.37,Sandy
Rice,North,Punjab,District-46,Kharif,151,1069,314.74,Black
Maize,West,Rajasthan,District-42,Rabi,146,551,420.75,Alluvial
Pulses,North,Uttar Pradesh,District-46,Annual,92,573,306.26,Sandy
Maize,South,Karnataka,District-20,Annual,127,513,523.32,Sandy
Wheat,Central,Madhya Pradesh,District-50,Rabi,274,556,610.53,Alluvial
Cotton,South,Tamil Nadu,District-35,Rabi,79,615,329.19,Black
Pulses,South,Tamil Nadu,District-44,Rabi,211,619,634.65,Red
Wheat,Central,Chhattisgarh,District-29,Rabi,24,536,103.23,Loamy
Pulses,North,Uttar Pradesh,District-21,Annual,163,452,637.55,Sandy
Wheat,West,Maharashtra,District-6,Rabi,133,667,387.99,Alluvial
Cotton,West,Gujarat,District-5,Annual,104,1056,407.06,Loamy
Pulses,Central,Chhattisgarh,District-36,Rabi,259,303,1128.21,Red
Sugarcane,East,Odisha,District-40,Annual,271,1257,1048.16,Loamy
Rice,North,Uttar Pradesh,District-2,Kharif,242,1402,634.04,Red
Maize,West,Rajasthan,District-21,Kharif,147,857,519.63,Loamy
Maize,West,Rajasthan,District-46,Kharif,136,699,324.34,Loamy
Cotton,East,Bihar,District-31,Annual,74,793,301.38,Sandy
Rice,South,Karnataka,District-1,Kharif,31,1250,124.04,Black
Wheat,East,Odisha,District-29,Rabi,180,612,586.89,Sandy
Pulses,North,Punjab,District-32,Kharif,248,492,1034.1,Black
Rice,East,Bihar,District-32,Rabi,291,1297,1061.94,Black
Cotton,Central,Chhattisgarh,District-10,Rabi,195,753,413.87,Alluvial
Rice,Central,Chhattisgarh,District-1,Rabi,149,1230,517.28,Sandy
Pulses,West,Gujarat,District-19,Rabi,299,560,1321.61,Alluvial
Pulses,South,Tamil Nadu,District-38,Rabi,167,601,547.12,Sandy
Wheat,Central,Chhattisgarh,District-43,Kharif,254,702,761.2,Red
Wheat,East,West Bengal,District-16,Rabi,259,613,826.66,Red
Maize,Central,Chhattisgarh,District-44,Rabi,144,600,537.08,Red
Pulses,South,Tamil Nadu,District-30,Annual,143,609,403.38,Red
Rice,East,Odisha,District-5,Rabi,264,1474,1010.17,Alluvial
Wheat,Central,Chhattisgarh,District-12,Annual,168,752,460.93,Black
Pulses,North,Uttar Pradesh,District-7,Annual,10,310,31.62,Sandy
Wheat,South,Andhra Pradesh,District-33,Rabi,182,583,689.7,Sandy
Pulses,South,Karnataka,District-4,Kharif,219,550,967.22,Sandy
Rice,North,Haryana,District-10,Rabi,247,1283,682.88,Loamy
Sugarcane,West,Maharashtra,District-41,Kharif,228,1474,581.52,Black
Rice,West,Rajasthan,District-50,Rabi,208,916,424.82,Black
Wheat,East,Odisha,District-1,Kharif,268,730,555.96,Sandy
Wheat,South,Andhra Pradesh,District-41,Kharif,16,464,57.86,Alluvial
Wheat,East,Bihar,District-47,Rabi,184,658,624.18,Alluvial
Cotton,East,Bihar,District-36,Kharif,295,607,690.11,Sandy
Cotton,North,Punjab,District-28,Rabi,266,886,892.4,Black
Pulses,West,Rajasthan,District-20,Annual,160,456,645.78,Black
Maize,South,Tamil Nadu,District-24,Annual,23,704,74.54,Sandy
Rice,North,Uttar Pradesh,District-44,Kharif,208,956,592.8,Alluvial
Wheat,North,Haryana,District-39,Kharif,278,774,582.96,Black
Wheat,South,Karnataka,District-18,Rabi,226,401,502.87,Loamy
Pulses,South,Tamil Nadu,District-47,Rabi,107,449,314.65,Sandy
Maize,North,Uttar Pradesh,District-29,Kharif,50,714,133.99,Red
Wheat,East,Bihar,District-29,Kharif,47,731,205.96,Alluvial
Sugarcane,West,Gujarat,District-26,Kharif,16,1214,60.62,Sandy
Rice,East,West Bengal,District-48,Annual,247,1176,1056.09,Alluvial
Pulses,Central,Chhattisgarh,District-35,Rabi,190,638,848.81,Black
Sugarcane,West,Gujarat,District-49,Annual,218,1220,657.65,Red
Rice,North,Uttar Pradesh,District-45,Kharif,175,923,698.31,Loamy
Sugarcane,West,Rajasthan,District-33,Rabi,290,1406,808.91,Red
Wheat,Central,Madhya Pradesh,District-15,Kharif,104,756,229.97,Black
Pulses,South,Tamil Nadu,District-2,Kharif,153,657,648.45,Black
Rice,North,Uttar Pradesh,District-44,Annual,227,1257,861.93,Black
Cotton,East,Bihar,District-30,Rabi,294,822,703.42,Loamy
Sugarcane,North,Punjab,District-44,Kharif,156,1502,323.15,Alluvial
Cotton,East,Bihar,District-44,Rabi,41,673,172.72,Loamy
Maize,South,Andhra Pradesh,District-24,Kharif,232,875,856.19,Alluvial
Cotton,Central,Chhattisgarh,District-34,Rabi,141,756,534.81,Black
Wheat,South,Tamil Nadu,District-28,Annual,231,557,740.17,Alluvial
Wheat,East,Bihar,District-10,Rabi,149,559,527.69,Alluvial
Maize,West,Gujarat,District-37,Annual,37,726,88.97,Black
Rice,North,Punjab,District-8,Kharif,145,1356,635.71,Loamy
Rice,South,Karnataka,District-49,Rabi,225,1374,880.07,Red
Rice,Central,Madhya Pradesh,District-49,Annual,98,1368,310.88,Loamy
Sugarcane,North,Uttar Pradesh,District-44,Rabi,267,1366,1200.98,Alluvial
Rice,North,Punjab,District-31,Rabi,272,1220,585,Sandy
Wheat,Central,Madhya Pradesh,District-21,Annual,226,448,753.47,Red
Pulses,Central,Chhattisgarh,District-15,Annual,149,605,457.29,Loamy
Sugarcane,North,Punjab,District-43,Annual,221,1243,937.27,Red
Maize,Central,Chhattisgarh,District-1,Annual,271,525,575.14,Loamy
Rice,East,West Bengal,District-29,Annual,11,1140,28.11,Alluvial
Wheat,North,Haryana,District-3,Annual,219,631,523.57,Black
Sugarcane,East,Odisha,District-34,Rabi,187,1543,579.96,Black
Rice,Central,Madhya Pradesh,District-27,Rabi,109,1009,255.19,Black
Maize,East,Odisha,District-47,Kharif,67,711,242.49,Black
Sugarcane,East,Bihar,District-45,Kharif,16,1357,64.13,Sandy
Sugarcane,West,Rajasthan,District-26,Kharif,86,1506,285.78,Red
Wheat,West,Rajasthan,District-38,Annual,178,750,788.99,Sandy
Pulses,North,Uttar Pradesh,District-4,Rabi,55,635,161.71,Loamy
Sugarcane,North,Haryana,District-20,Annual,215,1357,786.36,Red
Rice,West,Maharashtra,District-47,Kharif,184,1485,576.93,Loamy
Maize,South,Karnataka,District-50,Rabi,31,663,114.49,Alluvial
Wheat,North,Uttar Pradesh,District-43,Kharif,151,600,448.66,Sandy
Cotton,North,Punjab,District-8,Annual,23,802,99.63,Red
Cotton,South,Karnataka,District-50,Kharif,221,963,471.64,Sandy
Pulses,West,Gujarat,District-8,Kharif,176,485,376.82,Black
Maize,East,Bihar,District-11,Kharif,285,778,589.8,Sandy
Rice,South,Andhra Pradesh,District-16,Rabi,252,1261,762.59,Alluvial
Sugarcane,Central,Madhya Pradesh,District-11,Annual,222,1068,621.86,Loamy
Sugarcane,East,Odisha,District-34,Annual,178,1587,590.67,Sandy
Cotton,West,Maharashtra,District-3,Annual,92,1056,280.44,Black
Pulses,West,Maharashtra,District-38,Rabi,150,462,434.73,Black
Pulses,Central,Madhya Pradesh,District-5,Rabi,225,550,510.38,Black
Wheat,West,Gujarat,District-7,Rabi,223,606,546.29,Black
Pulses,Central,Madhya Pradesh,District-6,Rabi,207,535,557.89,Red
Rice,Central,Chhattisgarh,District-40,Rabi,100,1142,382.41,Red
Maize,North,Uttar Pradesh,District-20,Rabi,247,588,878.47,Sandy
Sugarcane,South,Karnataka,District-34,Kharif,137,1370,550.94,Sandy
Pulses,West,Maharashtra,District-5,Kharif,133,430,420.46,Alluvial
Rice,South,Andhra Pradesh,District-26,Rabi,83,992,196.97,Red
Rice,East,Bihar,District-44,Annual,24,1083,93.79,Red
Sugarcane,West,Gujarat,District-28,Kharif,54,1386,234.33,Loamy
Wheat,East,West Bengal,District-10,Rabi,268,640,1031.21,Sandy
Wheat,North,Uttar Pradesh,District-12,Kharif,137,414,402.16,Alluvial
Pulses,North,Haryana,District-12,Kharif,291,396,642.46,Black
Maize,West,Maharashtra,District-48,Annual,20,531,50.1,Red
Wheat,North,Uttar Pradesh,District-39,Annual,92,428,380.69,Alluvial
Rice,West,Rajasthan,District-30,Rabi,252,1450,634.62,Red
Wheat,West,Rajasthan,District-7,Annual,108,592,430.98,Alluvial
Sugarcane,South,Andhra Pradesh,District-7,Annual,71,1083,315.38,Black
Pulses,East,Bihar,District-8,Rabi,256,323,959.75,Alluvial
Maize,South,Karnataka,District-11,Rabi,199,652,859.93,Alluvial
Pulses,South,Karnataka,District-41,Kharif,18,384,46.06,Loamy
Sugarcane,West,Maharashtra,District-32,Kharif,48,1194,127.01,Black
Pulses,South,Karnataka,District-38,Kharif,45,488,136.38,Loamy
Rice,West,Maharashtra,District-26,Annual,191,1414,822.46,Sandy
Pulses,Central,Chhattisgarh,District-40,Kharif,49,527,204.73,Alluvial
Maize,West,Maharashtra,District-26,Rabi,245,835,805.62,Red
Pulses,South,Andhra Pradesh,District-23,Kharif,284,378,882.59,Alluvial
Maize,East,Bihar,District-34,Rabi,51,697,159.34,Sandy
Sugarcane,West,Gujarat,District-37,Rabi,230,1452,924.04,Alluvial
Pulses,North,Punjab,District-36,Kharif,163,691,493.01,Sandy
Cotton,South,Andhra Pradesh,District-35,Kharif,279,906,845.23,Loamy
Pulses,West,Rajasthan,District-36,Kharif,245,440,907.53,Alluvial
Rice,North,Haryana,District-39,Rabi,196,966,650.37,Alluvial
Pulses,North,Punjab,District-11,Kharif,231,618,812.45,Black
Sugarcane,South,Karnataka,District-18,Rabi,220,1591,620.23,Alluvial
Wheat,Central,Madhya Pradesh,District-26,Kharif,194,550,409.14,Red
Wheat,South,Andhra Pradesh,District-30,Kharif,177,587,600.3,Red
Rice,South,Andhra Pradesh,District-32,Rabi,229,1297,942.84,Loamy
Cotton,West,Maharashtra,District-6,Rabi,105,968,435.99,Sandy
Wheat,Central,Chhattisgarh,District-20,Annual,211,463,560.24,Black
Maize,South,Karnataka,District-23,Annual,254,592,654.15,Loamy
Maize,West,Rajasthan,District-46,Rabi,159,890,529.05,Black
Rice,North,Punjab,District-8,Kharif,221,1418,836.69,Loamy
Wheat,North,Uttar Pradesh,District-34,Kharif,178,644,800.36,Red
Sugarcane,South,Tamil Nadu,District-3,Kharif,118,1330,489.16,Alluvial
Wheat,West,Maharashtra,District-47,Rabi,284,741,793.73,Red
Cotton,Central,Madhya Pradesh,District-44,Kharif,295,651,1264.81,Sandy
Maize,North,Punjab,District-2,Kharif,252,854,513.34,Red
Cotton,Central,Madhya Pradesh,District-50,Rabi,162,752,706.68,Alluvial
Sugarcane,South,Karnataka,District-26,Kharif,167,1255,537.59,Red
Pulses,East,Odisha,District-19,Rabi,281,643,572.48,Black
Rice,North,Punjab,District-22,Kharif,19,919,62.91,Red
Wheat,Central,Chhattisgarh,District-36,Rabi,245,711,1064.69,Sandy
Rice,South,Karnataka,District-22,Rabi,100,1390,405.66,Black
Sugarcane,South,Karnataka,District-6,Rabi,96,1242,231.77,Alluvial
Rice,East,Bihar,District-9,Kharif,26,1113,58.56,Alluvial
Wheat,North,Punjab,District-14,Annual,68,724,199.93,Loamy
Maize,North,Punjab,District-4,Rabi,15,772,47.44,Red
Maize,South,Karnataka,District-1,Rabi,22,710,62.43,Alluvial
Pulses,North,Haryana,District-3,Kharif,276,613,825.65,Red
Wheat,West,Rajasthan,District-47,Rabi,165,449,432.57,Loamy
Cotton,North,Punjab,District-2,Rabi,20,709,69.21,Black
Wheat,South,Tamil Nadu,District-43,Annual,290,552,1039.22,Black
Pulses,West,Maharashtra,District-33,Rabi,80,517,355.48,Loamy
Sugarcane,East,Bihar,District-9,Kharif,31,1331,112.55,Black
Rice,South,Tamil Nadu,District-21,Rabi,25,1442,61.65,Black
Pulses,South,Karnataka,District-2,Rabi,233,559,1030.85,Sandy
Maize,East,Odisha,District-2,Rabi,131,887,524.08,Red
Rice,North,Haryana,District-40,Annual,26,1065,54.31,Red
Maize,East,Bihar,District-32,Rabi,241,583,652.94,Loamy
Maize,West,Gujarat,District-50,Annual,31,628,136.85,Loamy
Cotton,East,Bihar,District-6,Rabi,166,1038,535.87,Alluvial
Cotton,West,Rajasthan,District-11,Annual,261,878,984.14,Red
Wheat,Central,Madhya Pradesh,District-9,Kharif,135,576,418.81,Alluvial
Sugarcane,North,Punjab,District-49,Annual,138,1015,543.97,Alluvial
